  0.0000e+00   1.0000e+00   0.0000e+00
  1.0000e-01   9.8497e-01   8.9848e-02
  2.0000e-01   9.5976e-01   1.7876e-01
  3.0000e-01   9.2424e-01   2.6575e-01
  4.0000e-01   8.7834e-01   3.4974e-01
  5.0000e-01   8.2205e-01   4.2958e-01
  6.0000e-01   7.5547e-01   5.0404e-01
  7.0000e-01   6.7881e-01   5.7175e-01
  8.0000e-01   5.9247e-01   6.3128e-01
  9.0000e-01   4.9701e-01   6.8107e-01
  1.0000e+00   3.9329e-01   7.1950e-01
  1.1000e+00   2.8246e-01   7.4487e-01
  1.2000e+00   1.6609e-01   7.5552e-01
  1.3000e+00   4.6174e-02   7.4986e-01
  1.4000e+00  -7.4791e-02   7.2656e-01
  1.5000e+00  -1.9380e-01   6.8466e-01
  1.6000e+00  -3.0740e-01   6.2382e-01
  1.7000e+00  -4.1186e-01   5.4452e-01
  1.8000e+00  -5.0340e-01   4.4819e-01
  1.9000e+00  -5.7856e-01   3.3731e-01
  2.0000e+00  -6.3454e-01   2.1525e-01
  2.1000e+00  -6.6952e-01   8.6063e-02
  2.2000e+00  -6.8283e-01  -4.5935e-02
  2.3000e+00  -6.7492e-01  -1.7654e-01
  2.4000e+00  -6.4719e-01  -3.0200e-01
  2.5000e+00  -6.0173e-01  -4.1923e-01
  2.6000e+00  -5.4102e-01  -5.2590e-01
  2.7000e+00  -4.6771e-01  -6.2038e-01
  2.8000e+00  -3.8442e-01  -7.0167e-01
  2.9000e+00  -2.9360e-01  -7.6929e-01
  3.0000e+00  -1.9750e-01  -8.2315e-01
  3.1000e+00  -9.8131e-02  -8.6346e-01
  3.2000e+00   2.7571e-03  -8.9063e-01
  3.3000e+00   1.0362e-01  -9.0520e-01
  3.4000e+00   2.0313e-01  -9.0780e-01
  3.5000e+00   3.0013e-01  -8.9913e-01
  3.6000e+00   3.9362e-01  -8.7991e-01
  3.7000e+00   4.8272e-01  -8.5086e-01
  3.8000e+00   5.6668e-01  -8.1272e-01
  3.9000e+00   6.4481e-01  -7.6622e-01
  4.0000e+00   7.1652e-01  -7.1210e-01
  4.1000e+00   7.8130e-01  -6.5106e-01
  4.2000e+00   8.3864e-01  -5.8384e-01
  4.3000e+00   8.8813e-01  -5.1114e-01
  4.4000e+00   9.2937e-01  -4.3370e-01
  4.5000e+00   9.6200e-01  -3.5224e-01
  4.6000e+00   9.8568e-01  -2.6750e-01
  4.7000e+00   1.0001e+00  -1.8025e-01
  4.8000e+00   1.0050e+00  -9.1293e-02
  4.9000e+00   1.0001e+00  -1.4473e-03
  5.0000e+00   9.8528e-01   8.8408e-02
  5.1000e+00   9.6024e-01   1.7734e-01
  5.2000e+00   9.2489e-01   2.6437e-01
  5.3000e+00   8.7916e-01   3.4842e-01
  5.4000e+00   8.2304e-01   4.2834e-01
  5.5000e+00   7.5663e-01   5.0289e-01
  5.6000e+00   6.8014e-01   5.7073e-01
  5.7000e+00   5.9395e-01   6.3040e-01
  5.8000e+00   4.9864e-01   6.8036e-01
  5.9000e+00   3.9504e-01   7.1898e-01
  6.0000e+00   2.8433e-01   7.4458e-01
  6.1000e+00   1.6804e-01   7.5549e-01
  6.2000e+00   4.8160e-02   7.5011e-01
  6.3000e+00  -7.2807e-02   7.2710e-01
  6.4000e+00  -1.9187e-01   6.8551e-01
  6.5000e+00  -3.0559e-01   6.2499e-01
  6.6000e+00  -4.1023e-01   5.4598e-01
  6.7000e+00  -5.0201e-01   4.4992e-01
  6.8000e+00  -5.7746e-01   3.3925e-01
  6.9000e+00  -6.3377e-01   2.1735e-01
  7.0000e+00  -6.6911e-01   8.8240e-02
  7.1000e+00  -6.8278e-01  -4.3747e-02
  7.2000e+00  -6.7520e-01  -1.7441e-01
  7.3000e+00  -6.4778e-01  -2.9998e-01
  7.4000e+00  -6.0259e-01  -4.1737e-01
  7.5000e+00  -5.4210e-01  -5.2423e-01
  7.6000e+00  -4.6897e-01  -6.1891e-01
  7.7000e+00  -3.8582e-01  -7.0042e-01
  7.8000e+00  -2.9510e-01  -7.6827e-01
  7.9000e+00  -1.9907e-01  -8.2235e-01
  8.0000e+00  -9.9725e-02  -8.6288e-01
  8.1000e+00   1.1568e-03  -8.9025e-01
  8.2000e+00   1.0204e-01  -9.0502e-01
  8.3000e+00   2.0158e-01  -9.0780e-01
  8.4000e+00   2.9864e-01  -8.9930e-01
  8.5000e+00   3.9219e-01  -8.8023e-01
  8.6000e+00   4.8137e-01  -8.5133e-01
  8.7000e+00   5.6541e-01  -8.1332e-01
  8.8000e+00   6.4364e-01  -7.6695e-01
  8.9000e+00   7.1546e-01  -7.1293e-01
  9.0000e+00   7.8035e-01  -6.5200e-01
  9.1000e+00   8.3781e-01  -5.8486e-01
  9.2000e+00   8.8743e-01  -5.1224e-01
  9.3000e+00   9.2880e-01  -4.3486e-01
  9.4000e+00   9.6156e-01  -3.5345e-01
  9.5000e+00   9.8538e-01  -2.6876e-01
  9.6000e+00   9.9995e-01  -1.8154e-01
  9.7000e+00   1.0050e+00  -9.2600e-02
  9.8000e+00   1.0003e+00  -2.7612e-03
  9.9000e+00   9.8556e-01   8.7101e-02
  1.0000e+01   9.6068e-01   1.7606e-01
  1.0100e+01   9.2549e-01   2.6312e-01
