  0.0000e+00   1.0000e+00   0.0000e+00
  1.0000e-01   9.9500e-01   8.9850e-02
  2.0000e-01   9.8003e-01   1.7880e-01
  3.0000e-01   9.5515e-01   2.6594e-01
  4.0000e-01   9.2047e-01   3.5035e-01
  5.0000e-01   8.7616e-01   4.3109e-01
  6.0000e-01   8.2245e-01   5.0719e-01
  7.0000e-01   7.5963e-01   5.7767e-01
  8.0000e-01   6.8808e-01   6.4151e-01
  9.0000e-01   6.0827e-01   6.9763e-01
  1.0000e+00   5.2080e-01   7.4496e-01
  1.1000e+00   4.2641e-01   7.8236e-01
  1.2000e+00   3.2601e-01   8.0870e-01
  1.3000e+00   2.2072e-01   8.2285e-01
  1.4000e+00   1.1187e-01   8.2369e-01
  1.5000e+00   1.1082e-03   8.1021e-01
  1.6000e+00  -1.0965e-01   7.8151e-01
  1.7000e+00  -2.1815e-01   7.3694e-01
  1.8000e+00  -3.2182e-01   6.7617e-01
  1.9000e+00  -4.1782e-01   5.9935e-01
  2.0000e+00  -5.0309e-01   5.0723e-01
  2.1000e+00  -5.7459e-01   4.0126e-01
  2.2000e+00  -6.2942e-01   2.8370e-01
  2.3000e+00  -6.6520e-01   1.5757e-01
  2.4000e+00  -6.8023e-01   2.6546e-02
  2.5000e+00  -6.7379e-01  -1.0531e-01
  2.6000e+00  -6.4619e-01  -2.3388e-01
  2.7000e+00  -5.9875e-01  -3.5528e-01
  2.8000e+00  -5.3361e-01  -4.6622e-01
  2.9000e+00  -4.5351e-01  -5.6412e-01
  3.0000e+00  -3.6144e-01  -6.4722e-01
  3.1000e+00  -2.6049e-01  -7.1447e-01
  3.2000e+00  -1.5360e-01  -7.6553e-01
  3.3000e+00  -4.3456e-02  -8.0053e-01
  3.4000e+00   6.7561e-02  -8.2003e-01
  3.5000e+00   1.7739e-01  -8.2481e-01
  3.6000e+00   2.8429e-01  -8.1587e-01
  3.7000e+00   3.8680e-01  -7.9428e-01
  3.8000e+00   4.8373e-01  -7.6117e-01
  3.9000e+00   5.7407e-01  -7.1769e-01
  4.0000e+00   6.5703e-01  -6.6495e-01
  4.1000e+00   7.3196e-01  -6.0408e-01
  4.2000e+00   7.9833e-01  -5.3613e-01
  4.3000e+00   8.5573e-01  -4.6216e-01
  4.4000e+00   9.0384e-01  -3.8315e-01
  4.5000e+00   9.4240e-01  -3.0010e-01
  4.6000e+00   9.7122e-01  -2.1394e-01
  4.7000e+00   9.9017e-01  -1.2560e-01
  4.8000e+00   9.9917e-01  -3.6004e-02
  4.9000e+00   9.9818e-01   5.3956e-02
  5.0000e+00   9.8719e-01   1.4338e-01
  5.1000e+00   9.6627e-01   2.3135e-01
  5.2000e+00   9.3549e-01   3.1696e-01
  5.3000e+00   8.9502e-01   3.9929e-01
  5.4000e+00   8.4504e-01   4.7737e-01
  5.5000e+00   7.8582e-01   5.5022e-01
  5.6000e+00   7.1771e-01   6.1684e-01
  5.7000e+00   6.4114e-01   6.7618e-01
  5.8000e+00   5.5666e-01   7.2716e-01
  5.9000e+00   4.6495e-01   7.6867e-01
  6.0000e+00   3.6683e-01   7.9957e-01
  6.1000e+00   2.6335e-01   8.1873e-01
  6.2000e+00   1.5575e-01   8.2503e-01
  6.3000e+00   4.5540e-02   8.1740e-01
  6.4000e+00  -6.5472e-02   7.9488e-01
  6.5000e+00  -1.7517e-01   7.5672e-01
  6.6000e+00  -2.8110e-01   7.0245e-01
  6.7000e+00  -3.8052e-01   6.3200e-01
  6.8000e+00  -4.7045e-01   5.4587e-01
  6.9000e+00  -5.4782e-01   4.4522e-01
  7.0000e+00  -6.0964e-01   3.3198e-01
  7.1000e+00  -6.5329e-01   2.0887e-01
  7.2000e+00  -6.7677e-01   7.9335e-02
  7.3000e+00  -6.7895e-01  -5.2691e-02
  7.4000e+00  -6.5971e-01  -1.8306e-01
  7.5000e+00  -6.1999e-01  -3.0776e-01
  7.6000e+00  -5.6164e-01  -4.2324e-01
  7.7000e+00  -4.8717e-01  -5.2662e-01
  7.8000e+00  -3.9951e-01  -6.1580e-01
  7.9000e+00  -3.0175e-01  -6.8947e-01
  8.0000e+00  -1.9690e-01  -7.4702e-01
  8.1000e+00  -8.7745e-02  -7.8840e-01
  8.2000e+00   2.3192e-02  -8.1401e-01
  8.3000e+00   1.3373e-01  -8.2457e-01
  8.4000e+00   2.4199e-01  -8.2099e-01
  8.5000e+00   3.4642e-01  -8.0432e-01
  8.6000e+00   4.4571e-01  -7.7568e-01
  8.7000e+00   5.3879e-01  -7.3620e-01
  8.8000e+00   6.2479e-01  -6.8703e-01
  8.9000e+00   7.0300e-01  -6.2927e-01
  9.0000e+00   7.7285e-01  -5.6402e-01
  9.1000e+00   8.3388e-01  -4.9233e-01
  9.2000e+00   8.8573e-01  -4.1521e-01
  9.3000e+00   9.2813e-01  -3.3366e-01
  9.4000e+00   9.6086e-01  -2.4862e-01
  9.5000e+00   9.8377e-01  -1.6104e-01
  9.6000e+00   9.9675e-01  -7.1837e-02
  9.7000e+00   9.9974e-01   1.8089e-02
  9.8000e+00   9.9274e-01   1.0783e-01
  9.9000e+00   9.7578e-01   1.9650e-01
  1.0000e+01   9.4892e-01   2.8316e-01
  1.0100e+01   9.1229e-01   3.6691e-01
