 -4.5840e+00   2.8335e+00
 -8.6064e-01   7.2408e-01
  7.9949e-01  -7.7716e-02
 -4.6283e-01  -3.3256e-01
 -1.3444e+00  -1.3535e+00
  1.4345e+00   8.9536e-01
  1.4581e+00   2.1379e+00
 -2.4145e-03  -2.2731e-01
  1.7668e-01   9.8315e-01
  7.6362e-01   1.0140e+00
  2.0324e+00  -4.7824e-02
 -4.0609e+00   1.6923e+00
 -4.6255e-01  -3.3517e-01
 -1.6764e-01   3.5064e-01
 -6.8993e-01  -3.7060e-01
 -1.8191e+00   1.6500e+00
  6.9601e-02   4.1814e+00
 -5.0615e+00  -1.8191e+00
  2.0111e+00  -2.3684e-01
  6.2770e+00   3.4378e+00
  3.6200e+00  -1.0425e+01
 -6.3515e-01  -3.4390e-01
  3.6214e+00  -9.7005e+00
 -1.0480e+01   7.5183e+00
 -4.6204e-01  -3.3553e-01
  4.4956e-01  -1.1090e+00
 -2.8125e+00  -5.0900e-01
  2.5340e+00   4.6132e+00
 -2.0655e-01   4.6622e-01
 -3.5260e-02   5.2217e-01
  8.6667e-01  -5.4022e-01
 -4.6373e-01  -3.3449e-01
  4.9876e+00  -5.5782e+00
 -7.3834e-01  -4.9433e-01
 -6.0028e+00   1.5321e+00
 -4.6046e-01  -3.3664e-01
  9.2105e-02   7.5795e-01
 -4.6219e-01  -3.3390e-01
  1.4367e-01   2.3162e+00
 -1.3932e-01   2.1160e-01
  5.1062e+00  -2.1835e+00
 -2.8630e+00   5.3120e+00
 -5.2015e-01  -1.4521e-01
 -6.3821e-01  -5.1175e-01
 -7.0206e+00   6.6037e+00
 -4.6254e-01  -3.3453e-01
 -5.9128e-01   1.8933e+00
 -4.7630e-01  -3.0054e-01
 -6.9315e+00   6.4732e+00
  4.4589e-01   9.3657e-01
 -4.7920e-01  -7.1382e-02
  7.3218e+00  -4.1523e+00
 -1.5662e-01  -3.3803e+00
 -1.0159e+00  -7.8962e-01
  5.6906e-01   5.3661e-01
 -4.6055e-01  -3.3489e-01
 -9.8102e-01  -6.0965e-01
  1.4534e+00   2.1335e+00
  1.3811e+01  -4.6726e+00
 -4.6160e-01  -3.3522e-01
 -1.0471e+00  -5.4144e+00
  3.6446e+00   1.8102e-01
 -4.6159e-01  -3.3456e-01
  4.8867e+00  -1.6628e+00
  1.0374e+01  -9.0565e+00
 -5.8272e+00   7.5778e+00
 -1.4978e-01  -6.0750e-02
  2.1864e-01   1.8579e-01
  2.6329e-01   7.1195e-01
 -7.2495e-01  -8.8564e-01
 -4.6087e-01  -3.3693e-01
 -6.3515e-01  -3.4390e-01
  1.2909e+01  -8.6288e+00
  1.3239e-01  -6.9151e+00
  5.3437e+00  -1.3825e+00
 -8.2675e-01  -9.3999e-01
  7.6597e-01  -2.0454e+00
  7.3503e+00  -7.1951e-02
 -1.6914e+00   1.0044e+00
 -6.3515e-01  -3.4390e-01
 -3.4083e+00   1.5497e+01
 -4.6499e-01  -8.8660e-02
 -7.7270e+00  -1.6617e+00
 -6.3515e-01  -3.4390e-01
  9.5935e-02   7.6370e-01
 -1.1817e+00  -5.6309e-01
 -4.6141e-01  -3.3556e-01
  6.5455e+00   1.0318e+00
  8.1681e-02   7.8444e-01
 -4.6027e-01  -3.3441e-01
 -1.3306e+00   2.8633e+00
 -2.7055e-01  -1.6937e-01
  1.6774e-01   6.4002e-01
 -1.1768e+01  -6.2524e+00
 -3.9631e+00   6.6760e+00
 -4.0842e-02  -1.8292e-01
 -4.5930e+00   2.1788e+00
 -4.6143e-01  -3.3412e-01
 -4.6242e-01  -3.3704e-01
 -1.6299e+00   4.3041e-01
