  0.0000e+00   0.0000e+00
  1.0000e+02   4.1348e-09
  2.0000e+02   1.4100e-08
  3.0000e+02   4.9480e-08
  4.0000e+02   1.6544e-07
  5.0000e+02   5.2993e-07
  6.0000e+02   1.6260e-06
  7.0000e+02   4.7795e-06
  8.0000e+02   1.3458e-05
  9.0000e+02   3.6301e-05
  1.0000e+03   9.3765e-05
  1.1000e+03   2.3186e-04
  1.2000e+03   5.4865e-04
  1.3000e+03   1.2416e-03
  1.4000e+03   2.6855e-03
  1.5000e+03   5.5466e-03
  1.6000e+03   1.0929e-02
  1.7000e+03   2.0521e-02
  1.8000e+03   3.6667e-02
  1.9000e+03   6.2247e-02
  2.0000e+03   1.0021e-01
  2.1000e+03   1.5266e-01
  2.2000e+03   2.1947e-01
  2.3000e+03   2.9682e-01
  2.4000e+03   3.7619e-01
  2.5000e+03   4.4463e-01
  2.6000e+03   4.8707e-01
  2.7000e+03   4.9050e-01
  2.8000e+03   4.4896e-01
  2.9000e+03   3.6730e-01
  3.0000e+03   2.6132e-01
  3.1000e+03   1.5345e-01
  3.2000e+03   6.5030e-02
  3.3000e+03   8.7758e-03
  3.4000e+03  -1.4897e-02
  3.5000e+03  -1.5736e-02
  3.6000e+03  -7.1990e-03
  3.7000e+03   3.3236e-04
  3.8000e+03   2.8955e-03
  3.9000e+03   1.7988e-03
  4.0000e+03   3.1541e-05
  4.1000e+03  -6.5826e-04
  4.2000e+03  -3.6448e-04
  4.3000e+03   6.8243e-05
  4.4000e+03   1.6830e-04
  4.5000e+03   4.3815e-05
  4.6000e+03  -4.6071e-05
  4.7000e+03  -3.0777e-05
  4.8000e+03   6.5215e-06
  4.9000e+03   9.0131e-06
  5.0000e+03   9.6792e-07
  5.1000e+03   8.9822e-06
  5.2000e+03   6.5841e-06
  5.3000e+03  -3.0650e-05
  5.4000e+03  -4.6159e-05
  5.5000e+03   4.3405e-05
  5.6000e+03   1.6812e-04
  5.7000e+03   6.9089e-05
  5.8000e+03  -3.6301e-04
  5.9000e+03  -6.5847e-04
  6.0000e+03   2.7574e-05
  6.1000e+03   1.7932e-03
  6.2000e+03   2.8962e-03
  6.3000e+03   3.4757e-04
  6.4000e+03  -7.1717e-03
  6.5000e+03  -1.5718e-02
  6.6000e+03  -1.4927e-02
  6.7000e+03   8.6608e-03
  6.8000e+03   6.4813e-02
  6.9000e+03   1.5315e-01
  7.0000e+03   2.6099e-01
  7.1000e+03   3.6701e-01
  7.2000e+03   4.4877e-01
  7.3000e+03   4.9044e-01
  7.4000e+03   4.8715e-01
  7.5000e+03   4.4480e-01
  7.6000e+03   3.7641e-01
  7.7000e+03   2.9706e-01
  7.8000e+03   2.1968e-01
  7.9000e+03   1.5284e-01
  8.0000e+03   1.0035e-01
  8.1000e+03   6.2339e-02
  8.2000e+03   3.6727e-02
  8.3000e+03   2.0558e-02
  8.4000e+03   1.0950e-02
  8.5000e+03   5.5581e-03
  8.6000e+03   2.6914e-03
  8.7000e+03   1.2445e-03
  8.8000e+03   5.5000e-04
  8.9000e+03   2.3247e-04
  9.0000e+03   9.4021e-05
  9.1000e+03   3.6405e-05
  9.2000e+03   1.3499e-05
  9.3000e+03   4.7944e-06
  9.4000e+03   1.6313e-06
  9.5000e+03   5.3172e-07
  9.6000e+03   1.6602e-07
  9.7000e+03   4.9660e-08
  9.8000e+03   1.4153e-08
  9.9000e+03   4.1509e-09
  1.0000e+04   0.0000e+00
