  8.7078e+00   2.5489e-02  -2.5348e+00
  7.0983e+00   3.3332e+01   1.0232e+01
 -8.3933e+00   4.4985e+00  -1.8434e+00
 -2.0852e+00   8.9066e-01  -4.4502e+00
  6.0900e+00   9.7626e+00   1.6036e+01
  6.9189e-01  -8.2321e-01  -2.6040e-01
 -3.7829e+01  -6.2721e+01   6.1662e+00
 -2.8286e-02   9.4106e-01   1.3691e-01
  2.2016e+00  -3.7430e-01   4.9728e-01
 -2.5783e+00   2.5381e-01  -3.7388e+00
  2.8825e+00   2.4000e+00   9.1154e+00
  1.0484e+01   5.4797e+00  -8.3313e+00
 -9.0332e+01   4.8503e+01   1.4988e+02
 -5.0857e+00   3.1883e+00   1.8252e+00
 -5.2176e-02   1.2451e+00  -2.0782e-01
 -2.9314e+00  -4.1549e+00  -1.0389e+01
  6.9214e-01  -4.5828e-01  -2.3802e-01
  5.2760e-01  -3.6191e-01  -2.8133e-01
  5.7451e+00  -4.4803e-01  -4.2759e+00
 -3.9816e+00  -1.0963e+00  -7.0463e+00
 -2.1862e-01   5.3545e-01   5.6792e-02
 -5.6154e-01  -1.2237e+00  -7.8015e+00
 -1.1494e+00  -1.1449e+00   8.4524e+00
  3.8731e-01   9.7307e-01   3.0836e-01
  6.1909e-01   1.0314e+00  -1.6671e+00
 -5.2566e-01   2.6380e+00   9.8025e+00
  1.5166e+00   4.4072e-01   9.9452e-01
  1.7816e+01   7.6189e+00  -3.5080e+00
  7.4791e-01  -6.0246e-02   6.3469e-04
  1.3089e+00  -2.5562e-01  -9.3897e-02
 -1.8178e-01  -3.5694e-01   8.1785e+00
 -3.1940e+00  -8.2256e+00  -7.9175e+00
  1.4930e+01   1.1911e+01   7.5741e-01
  4.4596e+00  -2.0308e+00  -8.6402e-01
  1.5172e+00  -5.6000e-01   4.6282e-01
  1.4015e+00  -3.7684e-01   6.0635e-01
 -5.6163e-01  -8.4247e-02  -1.7946e+00
 -2.8735e+00   3.4998e-01  -3.9549e+00
  7.4579e-01  -2.6725e-02  -6.2352e-01
 -7.5747e-01  -2.4887e+00  -7.3151e-02
 -2.0002e+01  -1.0118e+01  -8.4024e+00
  9.7804e+00   4.1198e+00   1.4106e+01
  4.4333e-01   1.3600e+00   8.4123e-01
 -5.5652e+00  -1.0284e+01   4.8770e+00
  8.0649e-01  -4.8118e-01   3.1610e-02
  1.0884e+01  -1.0053e+01   3.5022e+01
  4.6291e+00  -4.1181e+00  -2.0340e+01
  2.4783e+00  -1.0487e+00   1.2092e+00
 -1.4940e+00  -9.5597e+00   1.0840e+01
 -1.0371e+00   2.4470e-01  -1.8002e+00
 -7.3517e+00   6.5438e+00  -1.3259e+00
  1.5334e+00   3.1470e+00  -1.6114e+00
  7.0177e-01  -5.5201e-01   4.6542e-01
  3.6449e+00   1.2288e+01   2.2973e+01
 -2.2207e+00   1.4586e+01  -1.8214e+01
  3.6894e+01   6.3917e+01  -3.1693e+00
  1.2217e+00   1.2005e-01   5.7260e-01
  5.2565e-01  -4.9761e-01  -2.0544e-01
  5.7090e-01   2.6495e-01  -4.8483e-01
  1.5404e+00  -1.2139e+00   2.1465e+00
  4.8590e-01   1.1058e+00  -7.1000e-02
  1.7131e-01  -2.0972e+00   1.1595e+00
 -1.0818e+00  -3.1649e+00  -1.3625e+01
 -1.3407e+01   9.5785e+00  -9.2290e+00
  4.6435e-01   1.0978e+00   1.8278e+00
  2.5469e+00  -4.3588e+00   4.9562e+00
 -1.0143e+01  -1.1681e+00   8.0554e+00
 -6.6050e+00  -6.5128e+00   1.5811e+01
 -3.9500e+01   9.1328e+00  -8.7923e+00
 -2.8626e-01  -1.2059e+00  -1.9935e+00
 -3.8590e+00  -1.3244e+01   1.3662e+01
  3.4661e-01  -3.2144e+00   2.6148e+00
 -5.0378e+00  -2.0372e+00  -5.3683e+00
 -1.7892e+00  -2.2198e+00   3.2669e-01
 -2.7675e+00   3.9789e-01  -3.8744e+00
  1.6353e+00  -2.0540e+00  -2.0095e+01
 -1.9646e+01   1.1696e+00   8.2639e+00
  6.5789e+00   3.5789e+00   1.1568e+01
  2.5867e+00  -3.5952e+01   1.4837e+01
 -1.9761e+00   5.8371e-01  -1.1527e+01
  4.0582e+00   6.0582e-01  -5.6342e+00
 -3.4483e+00   5.8525e-01  -7.8109e+00
 -3.6324e-01   2.6999e-01  -1.8419e-01
 -2.2283e+01  -8.4522e+00  -1.7306e+01
  3.9775e-01  -6.3969e-01  -3.0722e-02
  3.7679e+00  -1.1179e+00   6.7383e+00
  3.4896e-01  -8.0814e-01   1.4919e-01
 -1.4300e+00  -9.0657e-02  -2.5167e+00
  2.7482e+01   1.9556e+00  -3.7196e+00
  1.9717e+00  -4.2749e-01   5.3695e-01
  1.2827e+00  -4.7731e-01  -4.2253e-01
  5.3919e-01  -3.8738e-01   6.1268e-01
  2.5531e-01  -6.3722e-01  -3.2121e-01
  6.8731e-01   4.1949e-01  -7.2797e-01
 -2.5821e-01   2.0291e-01   6.5270e-01
  8.9462e-01   2.7949e+00  -2.8055e-01
  1.0921e+02  -4.9835e+01  -1.4132e+02
  5.5625e-01   1.1830e-01  -5.9560e-01
  2.4905e+00  -7.4293e+00  -3.2243e+01
  5.1994e-01  -1.0432e-01  -6.9744e-01
